0	0.577540
1	0.635329
2	0.679230
3	0.709843
4	0.771754
5	0.805533
6	0.897689
7	0.959935
8	0.950819
9	1.014253
10	1.040387
11	1.143669
12	1.263834
13	1.455807
14	1.537443
15	1.637862
16	1.667801
17	1.769186
18	1.794111
19	1.874951
20	2.108935
21	2.202479
22	2.335339
23	2.414423
24	2.517645
25	2.627609
26	2.630279
27	2.694905
28	2.836886
29	2.936993
30	3.064975
31	3.181221
32	3.304180
33	3.410272
34	3.598930
35	3.733456
36	3.826265
37	3.933508
38	4.081085
39	4.162535
40	4.300935
41	4.454124
42	4.569518
43	4.725660
44	4.882012
45	5.043874
46	5.086371
47	5.223978
48	5.412425
49	5.542115
50	5.690625
51	5.800946
52	6.054243
53	6.065052
54	6.248997
55	6.390004
56	6.588150
57	6.654802
58	6.802419
59	6.893778
60	7.141185
61	7.279858
62	7.367975
63	7.508713
64	7.673853
65	7.746700
66	7.861477
67	7.934040
68	8.105302
69	8.145371
70	8.266352
71	8.366687
72	8.509483
73	8.620724
74	8.751535
75	8.878015
76	8.944278
77	9.029008
78	9.180773
79	9.208699
80	9.331976
81	9.432985
82	9.669112
83	9.859812
84	9.900403
85	9.981331
86	10.083259
87	10.153653
88	10.257758
89	10.355681
90	10.458055
91	10.541262
92	10.696168
93	10.732208
94	10.816608
95	10.850941
96	10.933772
97	10.989135
98	11.065540
99	11.114264
100	11.165995
101	11.202895
102	11.282750
103	11.340083
104	11.485494
105	11.531531
106	11.601385
107	11.654928
108	11.734502
109	11.739158
110	11.818837
111	11.846679
112	11.891467
113	11.897470
114	11.999295
115	12.017462
116	12.101127
117	12.170759
118	12.296170
119	12.371888
120	12.501332
121	12.617480
122	12.873555
123	13.248697
124	13.806750
125	14.271025
126	14.973775
127	15.656420
128	16.578416
129	17.638920
130	18.940383
131	19.737960
132	20.767462
133	22.104178
134	23.411356
135	24.590404
136	25.917631
137	27.224838
138	28.482385
139	29.749023
140	30.932433
141	32.166283
142	33.437074
143	34.594608
144	35.761099
145	36.995658
146	38.039388
147	39.087910
148	40.329369
149	41.342180
150	42.489108
151	43.680329
152	44.855434
153	45.871492
154	47.005901
155	48.158291
156	49.238247
157	49.990022
158	50.851843
159	51.515436
160	52.385266
161	53.081688
162	53.828641
163	54.464900
164	55.241951
165	55.858893
166	56.500143
167	57.213977
168	57.924454
169	58.308426
170	58.895783
171	59.698808
172	60.485819
173	60.835808
174	61.202448
175	61.474540
176	61.850251
177	62.398718
178	62.910374
179	62.946868
180	63.308239
181	63.553758
182	63.739313
183	64.000650
184	64.356035
185	64.412193
186	64.313611
187	64.497900
188	64.867818
189	65.078902
190	65.536453
191	65.604262
192	65.376276
193	65.227135
194	65.155320
195	65.251155
196	65.431193
197	65.607103
198	65.634335
199	65.456909
200	65.284260
201	65.311048
202	65.150713
203	65.005569
204	64.902695
205	64.941120
206	64.957232
207	64.852118
208	64.528423
209	64.360924
210	64.120954
211	63.911769
212	63.694752
213	63.537972
214	63.539486
215	63.502495
216	63.288688
217	62.969105
218	62.539917
219	62.476907
220	62.255886
221	62.179019
222	61.776645
223	61.429017
224	61.279543
225	61.134850
226	60.812030
227	60.694517
228	60.473076
229	60.200841
230	59.874069
231	59.528235
232	59.182198
233	59.083191
234	58.811196
235	58.621982
236	58.475388
237	58.270185
238	57.871759
239	57.300833
240	56.919275
241	56.722780
242	56.376716
243	56.228411
244	55.680865
245	55.177344
246	54.874162
247	54.727881
248	54.241306
249	53.961380
250	53.487271
251	53.161967
252	52.767058
253	52.559688
254	52.308312
255	52.036227
256	51.264565
257	50.635240
258	50.055337
259	49.882059
260	49.464317
261	49.194331
262	48.691686
263	48.400562
264	47.747496
265	47.199853
266	46.663190
267	46.407162
268	46.255596
269	46.005322
270	45.721548
271	45.419185
272	44.698215
273	44.380391
274	43.893625
275	43.668693
276	43.318565
277	42.988795
278	42.377715
279	41.899245
280	40.871171
281	40.297848
282	39.746509
283	39.580947
284	39.440102
285	39.241927
286	38.640354
287	38.154292
288	37.710901
289	37.448043
290	36.741105
291	36.509723
292	36.242223
293	35.890621
294	35.411867
295	35.158927
296	34.525925
297	34.144118
298	33.551141
299	33.268375
300	32.762210
301	32.418477
302	32.145188
303	31.918790
304	31.264640
305	30.894107
306	30.329042
307	30.029683
308	29.612160
309	29.325955
310	28.931147
311	28.602905
312	27.720442
313	27.107101
314	26.636769
315	26.444888
316	26.120683
317	25.786420
318	25.399573
319	25.098245
320	24.516227
321	24.070976
322	23.771642
323	23.730749
324	23.656772
325	23.458748
326	23.232135
327	22.907532
328	22.668794
329	22.631144
330	22.542852
331	22.567143
332	22.827577
333	23.026195
334	23.107242
335	23.054885
336	22.939018
337	23.282136
338	23.532660
339	23.487112
340	23.512308
341	23.502354
342	23.933152
343	24.342713
344	24.232527
345	24.198778
346	24.520490
347	24.771293
348	24.962313
349	25.291986
350	25.464531
351	25.699708
352	25.939200
353	26.031683
354	26.130418
355	26.528950
356	26.844631
357	26.767892
358	26.640158
359	26.935735
360	27.273787
361	27.639983
362	27.854809
363	28.134358
364	28.196224
365	28.166990
366	28.334287
367	28.446033
368	28.780147
369	28.946605
370	29.101227
371	29.330985
372	29.271609
373	29.376364
374	29.472883
375	29.274062
376	29.376282
377	29.566982
378	29.563813
379	29.603350
380	29.816336
381	29.561477
382	29.204560
383	29.222083
384	29.022978
385	28.673262
386	28.745075
387	28.853704
388	28.736615
389	28.917372
390	29.184621
391	29.081321
392	28.448300
393	28.366431
394	28.139042
395	28.036148
396	28.060895
397	28.036064
398	27.754510
399	27.618865
400	27.637695
401	27.491104
402	27.118287
403	27.015945
404	26.852429
405	26.875749
406	26.797413
407	26.678451
408	26.600013
409	26.379102
410	26.191748
411	26.092840
412	26.032949
413	25.949722
414	25.946213
415	25.999586
416	25.744303
417	25.447599
418	25.215239
419	24.974118
420	24.973008
421	25.065547
422	24.895730
423	24.720444
424	24.647493
425	24.675862
426	24.543509
427	24.553371
428	24.329270
429	24.151286
430	24.162157
