время[c],напряжение[В]
0.818968,1.940371
0.819709,1.935484
0.820489,1.935484
0.821246,1.940371
0.821983,1.930596
0.822709,1.940371
0.823446,1.935484
0.824102,1.940371
0.824717,1.935484
0.825347,1.935484
0.825995,1.940371
0.826798,1.935484
0.827508,1.940371
0.828180,1.930596
0.828805,1.940371
0.829431,1.940371
0.830045,1.940371
0.830658,1.945259
0.831274,1.940371
0.831909,1.940371
0.832603,1.945259
0.833236,1.945259
0.833887,1.940371
0.834558,1.940371
0.835221,1.935484
0.835919,1.940371
0.836519,1.940371
0.837082,1.945259
0.837668,1.940371
0.838227,1.940371
0.838783,1.945259
0.839343,1.945259
0.839902,1.945259
0.840457,1.940371
0.841012,1.940371
0.841566,1.940371
0.842122,1.940371
0.842687,1.945259
0.843277,1.940371
0.843887,1.945259
0.844523,1.935484
0.845157,1.945259
0.845802,1.945259
0.846434,1.940371
0.847078,1.945259
0.847730,1.935484
0.848363,1.950147
0.849010,1.940371
0.849658,1.945259
0.850319,1.945259
0.850973,1.940371
0.851670,1.940371
0.852333,1.940371
0.852999,1.945259
0.853652,1.935484
0.854305,1.945259
0.854957,1.945259
0.855629,1.935484
0.856310,1.940371
0.856957,1.945259
0.857621,1.940371
0.858301,1.935484
0.858990,1.940371
0.859655,1.940371
0.860333,1.945259
0.861013,1.945259
0.861678,1.945259
0.862311,1.940371
0.862962,1.940371
0.863621,1.945259
0.864254,1.945259
0.864892,1.940371
0.865551,1.945259
0.866297,1.945259
0.866957,1.940371
0.867599,1.945259
0.868316,1.940371
0.869011,1.940371
0.869767,1.935484
0.870579,1.940371
0.871255,1.935484
0.871961,1.945259
0.872679,1.940371
0.873371,1.935484
0.874196,1.945259
0.874970,1.940371
0.875799,1.935484
0.876539,1.935484
0.877283,1.940371
0.878082,1.935484
0.878918,1.940371
0.879626,1.940371
0.880290,1.945259
0.881028,1.940371
0.881721,1.940371
0.882400,1.940371
0.883067,1.945259
0.883783,1.935484
0.884510,1.950147
0.885197,1.940371
0.885927,1.950147
0.886627,1.945259
0.887316,1.940371
