время[c],напряжение[В]
0.602556,2.644184
0.603272,2.639296
0.603974,2.639296
0.604719,2.644184
0.605708,2.639296
0.606672,2.644184
0.607609,2.634409
0.608771,2.644184
0.609850,2.639296
0.611002,2.639296
0.612149,2.639296
0.613208,2.644184
0.613903,2.639296
0.614646,2.634409
0.615345,2.639296
0.616024,2.639296
0.616726,2.644184
0.617434,2.639296
0.618150,2.639296
0.618863,2.644184
0.619558,2.644184
0.620256,2.644184
0.620941,2.639296
0.621643,2.639296
0.622349,2.649071
0.623065,2.644184
0.623778,2.639296
0.624465,2.644184
0.625383,2.629521
0.626305,2.644184
0.627189,2.644184
0.628102,2.639296
0.629024,2.639296
0.629876,2.639296
0.630722,2.639296
0.631580,2.644184
0.632454,2.649071
0.633358,2.644184
0.634058,2.639296
0.634749,2.639296
0.635473,2.639296
0.636174,2.634409
0.636908,2.639296
0.637615,2.644184
0.638307,2.644184
0.639003,2.644184
0.639693,2.634409
0.640390,2.639296
0.641085,2.639296
0.641808,2.644184
0.642548,2.644184
0.643285,2.644184
0.643988,2.639296
0.644694,2.634409
0.645404,2.634409
0.646111,2.639296
0.646817,2.639296
0.647540,2.639296
0.648247,2.634409
0.648935,2.644184
0.649625,2.639296
0.650312,2.639296
0.650999,2.644184
0.651694,2.639296
0.652388,2.644184
0.653077,2.649071
0.653766,2.639296
0.654450,2.649071
0.655148,2.639296
0.655838,2.639296
0.656521,2.644184
0.657178,2.639296
0.657813,2.644184
0.658481,2.639296
0.659199,2.644184
0.659904,2.644184
0.660601,2.644184
0.661337,2.639296
0.662058,2.644184
0.662781,2.634409
0.663485,2.639296
0.664178,2.634409
0.664873,2.634409
0.665568,2.639296
0.666259,2.639296
0.666948,2.639296
0.667629,2.639296
0.668337,2.634409
0.669058,2.634409
0.669808,2.634409
0.670564,2.639296
0.671335,2.639296
0.672084,2.634409
0.672843,2.644184
0.673542,2.644184
0.674287,2.639296
0.675045,2.644184
0.675762,2.644184
0.676514,2.644184
0.677244,2.634409
0.678028,2.639296
0.678853,2.634409
0.679592,2.644184
0.680311,2.639296
0.681008,2.644184
0.681754,2.639296
0.682478,2.649071
0.683183,2.644184
0.683957,2.644184
0.684743,2.644184
0.685497,2.649071
0.686430,2.644184
0.687324,2.634409
